docity,강원강릉시,강원고성군,강원동해시,강원삼척시,강원속초시,강원양구군,강원양양군,강원영월군,강원원주시,강원인제군,강원정선군,강원철원군,강원춘천시,강원태백시,강원평창군,강원홍천군,강원화천군,강원횡성군,경기가평군,인천강화군,경기고양시,경기과천시,경기광명시,경기광주시,경기구리시,경기군포시,경기김포시,경기남양주시,경기동두천시,경기부천시,경기성남시,경기수원시,경기시흥시,경기안산시,경기안성시,경기안양시,경기양주시,경기양평군,경기연천군,경기오산시,인천옹진군,경기용인시,경기의왕시,경기의정부시,경기이천시,경기파주시,경기평택시,경기포천시,경기하남시,경기화성시,경상거제시,경상거창군,경상경산시,경상경주시,경상고령군,경상고성군,경상구미시,경상군위군,경상김천시,경상김해시,경상남해군,경상문경시,경상밀양시,경상봉화군,경상사천시,경상산청군,경상상주시,경상성주군,경상안동시,경상양산시,경상영덕군,경상영양군,경상영주시,경상영천시,경상예천군,경상울릉군,경상울진군,경상의령군,경상의성군,경상진주시,경상창녕군,경상창원시,경상청도군,경상청송군,경상칠곡군,경상통영시,경상포항시,경상하동군,경상함안군,경상함양군,경상합천군,광주광산구,광주남구,광주동구,광주북구,광주서구,대구달서구,대구수성구,대구달성군,대구북구,대구서구,대구중구,대전대덕구,대전동구,대전서구,대전유성구,대전중구,부산강서구,부산금정구,부산기장군,부산남구,부산동구,부산동래구,부산부산진구,부산북구,부산사상구,부산사하구,부산서구,부산수영구,부산연제구,부산영도구,부산중구,부산해운대구,서울강남구,서울강동구,서울강북구,서울강서구,서울관악구,서울광진구,서울구로구,서울금천구,서울노원구,서울도봉구,서울동대문구,서울동작구,서울마포구,서울서대문구,서울서초구,서울성동구,서울성북구,서울송파구,서울양천구,서울영등포구,서울용산구,서울은평구,서울종로구,서울중구,서울중랑구,울산남구,울산동구,울산북구,울산울주군,울산중구,인천계양구,인천남동구,인천동구,인천부평구,인천서구,인천연수구,인천중구,전라강진군,전라고창군,전라고흥군,전라곡성군,전라광양시,전라구례군,전라군산시,전라김제시,전라나주시,전라남원시,전라담양군,전라목포시,전라무안군,전라무주군,전라보성군,전라부안군,전라순창군,전라순천시,전라신안군,전라여수시,전라영광군,전라영암군,전라완도군,전라완주군,전라익산시,전라임실군,전라장성군,전라장수군,전라장흥군,전라전주시,전라정읍시,전라진도군,전라진안군,전라함평군,전라해남군,전라화순군,제주서귀포시,제주제주시,충청계룡시,충청공주시,충청괴산군,충청금산군,충청논산시,충청단양군,충청보령시,충청보은군,충청부여군,충청서산시,충청서천군,충청아산시,충청영동군,충청예산군,충청옥천군,충청음성군,충청제천시,충청증평군,충청진천군,충청천안시,충청청양군,충청청주시,충청충주시,충청태안군,충청홍성군
경기고양시,,,,,,,,,,,,,,,,,,,,1.9231327587174844e-05,0.999,,2.418563429972122e-05,,,,7.322632047379519e-05,,,3.070076987763481e-05,,,,,,,1.8828663132009753e-05,,,,1.9615346149499866e-05,,,2.1327831397027067e-05,,4.6261795772263083e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8149209653928135e-05,,2.3492996224558615e-05,3.811043962237115e-05,2.0496187858670143e-05,1.724264980244783e-05,2.51777955898862e-05,2.0360016859051866e-05,2.10250011467734e-05,2.1692676547884564e-05,2.0700854580099856e-05,2.390648975849369e-05,3.292019899502689e-05,3.104655523768757e-05,1.740689630765608e-05,2.0512357288409287e-05,2.2865286753264128e-05,,2.942012198043878e-05,2.8644457719352318e-05,2.430811244948953e-05,3.487251938540531e-05,2.556082083944568e-05,2.3390553688240894e-05,1.8228073003012597e-05,,,,,,3.8319036163444726e-05,2.236744461729564e-05,2.2245404201600194e-05,3.0340182181180455e-05,3.4332331784991614e-05,1.8174482664430043e-05,2.1313158406337856e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기과천시,,,,,,,,,,,,,,,,,,,,,,0.999,2.710364184541059e-05,1.3921036253061337e-05,1.4835827398507138e-05,3.735182486048092e-05,,1.0785386367766991e-05,,1.5320426013893506e-05,2.3336921377721513e-05,2.3435758348089405e-05,1.9179128767090683e-05,1.734770146916225e-05,,6.351414819307058e-05,,,,,,1.1468431377562747e-05,3.4578008073067436e-05,,,,,,1.4046083668349308e-05,1.1367745773125529e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9631837918061794e-05,2.0070836754852553e-05,1.3950157752336583e-05,1.8112031971144667e-05,5.231809236495594e-05,2.2360210028154214e-05,2.866186333626755e-05,4.1403674283446044e-05,1.281478060637067e-05,1.215688730899516e-05,1.964274635672558e-05,3.237553657077508e-05,2.0006178583241027e-05,1.910361716638268e-05,4.558525668429408e-05,2.122660949102749e-05,1.833650950467907e-05,2.340083948045302e-05,2.278925831145514e-05,2.4455579607247033e-05,2.6700943653482214e-05,1.65131038532713e-05,2.0585856717276894e-05,2.2004602965939417e-05,1.5140142349484058e-05,,,,,,1.2963151395360921e-05,1.4346888949912717e-05,,1.3032313500960863e-05,1.0750051150638208e-05,1.1968371596449267e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기광명시,,,,,,,,,,,,,,,,,,,,,1.2685958535178742e-05,2.243990072021809e-05,0.999,,1.0233418716804901e-05,1.891473168297915e-05,1.3600353977696898e-05,,,2.9034072548668967e-05,1.0927207650760574e-05,1.1725831019123173e-05,2.2349857665517768e-05,1.3807706416632201e-05,,2.2299555431130774e-05,,,,,1.3377746032619979e-05,,1.563738795596773e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.635970595139654e-05,1.159015153485809e-05,1.1948505016881065e-05,3.3480835798982234e-05,3.55276800723403e-05,1.3431640173008592e-05,9.902991497670871e-05,6.151275668506643e-05,1.057651015462494e-05,1.0279178394974583e-05,1.4540167992061525e-05,3.59206094145113e-05,2.6765797159334296e-05,2.1222877063144084e-05,1.8403593665356332e-05,1.5273253541900614e-05,1.4929345160574324e-05,1.2615581088754214e-05,6.379247348769481e-05,4.54621051660885e-05,2.4522744660479685e-05,1.828744094662185e-05,1.869883108878089e-05,1.811956061139052e-05,1.1087360437887443e-05,,,,,,2.054165269435286e-05,2.216447898772721e-05,1.3852823578625252e-05,2.059579109746033e-05,1.4747419694982941e-05,1.50475996626258e-05,1.263788568750565e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기광주시,,,,,,,,,,,,,,,,,,,,,,3.614259508527515e-05,,0.999,3.788725554626237e-05,2.9570440515170992e-05,,3.488232552456386e-05,,,8.246985986078793e-05,3.4122033165827563e-05,,,,3.1691184514069434e-05,,3.876940984127299e-05,,,,4.0983178351124394e-05,3.2151277117785436e-05,,3.801524797390139e-05,,,,6.104227052794084e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.987490444470468e-05,5.004486368877593e-05,,,3.095694649280134e-05,4.20287677598854e-05,,,,,3.316607682930092e-05,2.870200402503215e-05,,,4.075854003888378e-05,3.39542305194482e-05,3.021185725084319e-05,5.014450815191949e-05,,,2.9577664876361254e-05,,2.8652300858352746e-05,3.059340243735041e-05,3.3606854602358643e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기구리시,,,,,,,,,,,,,,,,,,,,,,1.674239388266638e-05,1.3948684328096745e-05,1.6468390722883564e-05,0.999,,,4.1694032268986146e-05,,,2.3146267445474226e-05,,,,,1.357737127883247e-05,1.657149244008884e-05,,,,,,,2.060387073309614e-05,,,,,3.843058053372767e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3166955594632165e-05,5.197282257448409e-05,3.557635899436107e-05,1.4798499565853243e-05,1.831294987731558e-05,4.975110302518619e-05,1.549711578091791e-05,1.455779426920074e-05,4.0120181856725854e-05,3.389809201094015e-05,4.5338428304299916e-05,1.9504584778961713e-05,1.8800900177476216e-05,2.1791210249339818e-05,2.4817631518928968e-05,4.193035105329907e-05,3.7825764327433265e-05,4.079335446797252e-05,1.5049532080178465e-05,1.6980030112722063e-05,2.3647995807626272e-05,2.1038133149142978e-05,2.769200432793241e-05,3.067412641252466e-05,0.00010528099604869335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기군포시,,,,,,,,,,,,,,,,,,,,,,4.2762322437527045e-05,2.6155098679670358e-05,1.3039456379217168e-05,,0.999,,,,1.7082479305890608e-05,1.7960761596094316e-05,4.1037512656724506e-05,3.178486408342366e-05,3.6182548143308575e-05,,0.00010140785608265577,,,,1.4150995852006201e-05,1.3480955627793989e-05,1.3747491199479577e-05,0.0001094931500764031,,,,,,,1.8691168940967797e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8924698158250352e-05,1.5068912398767982e-05,,1.6870745280100755e-05,2.8926276704466293e-05,1.6017981146012894e-05,2.4390719228097992e-05,3.60498507104239e-05,,,1.4862079177692624e-05,2.2494028433616066e-05,1.6720867940618996e-05,1.560469212203343e-05,2.3506381583556485e-05,1.5624797110547674e-05,1.433320488662236e-05,1.6626236584873813e-05,2.0604429534599713e-05,2.023931298205196e-05,1.897625441088266e-05,1.407559015846524e-05,1.583100310659858e-05,1.631207214171395e-05,1.234985990993348e-05,,,,,,1.4203860043094257e-05,1.810584740623843e-05,1.303503333668709e-05,1.4961181251620366e-05,,1.5996659716813368e-05,1.231076347445771e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기김포시,,,,,,,,,,,,,,,,,,,,2.1874267635331636e-05,7.628702311008069e-05,,2.7012691724187246e-05,,,,0.999,,,4.229166128323706e-05,,,1.9906918651249586e-05,,,,,,,,2.7115951222432575e-05,,,,,3.183485870198818e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9779993526427837e-05,3.932863026061483e-05,2.1033618300007348e-05,,2.6899147207168335e-05,2.2149001509607246e-05,1.790393685874234e-05,1.820348455698909e-05,1.875088303221585e-05,2.379914439367974e-05,3.0257711702146952e-05,2.727906044612266e-05,,1.8784623044557442e-05,2.0237218999271052e-05,,3.1523391907474155e-05,2.8967583245784486e-05,2.300054343781359e-05,2.877691730238632e-05,2.2880257392148395e-05,2.128961135532203e-05,,,,,,,6.386464586918773e-05,2.992178127397885e-05,3.2417493098300545e-05,4.662142706021009e-05,6.528693813924788e-05,2.3862638049465147e-05,3.085694570262405e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기남양주시,,,,,,,,,,,,,,,,,,,,,,2.0720081066237278e-05,,2.581150961675395e-05,7.09780163781965e-05,,,0.999,,,2.938402061024613e-05,,,,,,2.8312415104376205e-05,2.2017774995223753e-05,,,,,,3.219598999244219e-05,,,,2.1986109314529094e-05,5.8960902375650586e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.185691661195587e-05,4.424591774214584e-05,3.7695545611712295e-05,,2.1708586216532093e-05,3.9540622597363744e-05,,,4.446929275168112e-05,4.1364589115080136e-05,3.731522999511433e-05,2.2626917758854796e-05,2.2387396954308997e-05,2.4918242264342536e-05,2.703728678687249e-05,3.568419758589816e-05,3.478017979078647e-05,3.805509824837179e-05,,2.061992066006333e-05,2.574775149486672e-05,2.4780414726583157e-05,2.879446661650955e-05,3.0336088249638302e-05,5.566851876766349e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기동두천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,,,,,,,,0.00018909038559287438,,0.00011676471331153882,,,,,0.00013481032121614065,,8.517596086323011e-05,,0.00020345354066943393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.481542784701145e-05,,,,,,9.02288880227233e-05,9.566076247704784e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기부천시,,,,,,,,,,,,,,,,,,,,,2.01964202703443e-05,1.5908288212490323e-05,3.641390753052899e-05,,,1.5493661116161082e-05,2.670523611867072e-05,,,0.999,,,2.369741848093608e-05,1.433929225226936e-05,,1.644778453719893e-05,,,,,2.6267493425810354e-05,,1.3451150409077407e-05,,,1.2140502981424506e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3682646363388032e-05,,1.2494682789017643e-05,3.7920782488835015e-05,2.0312936074353015e-05,1.2098860846875802e-05,3.122955653844921e-05,2.5161680568734382e-05,1.1209492580744526e-05,1.1118642271264358e-05,1.3438424035192593e-05,2.210228102230968e-05,2.406232754349693e-05,1.98522320293094e-05,1.436518814986531e-05,1.3763633882706418e-05,1.4135315527779778e-05,1.1354884786724777e-05,3.75013764427515e-05,2.8833522139036184e-05,1.889149415146534e-05,1.8946120731999347e-05,1.678517134009309e-05,1.5885547825082767e-05,,,,,,,7.548947130691377e-05,5.082097693565995e-05,3.0270126653479635e-05,8.744837304206193e-05,3.7223325428015955e-05,2.6482167920991356e-05,2.605760324849099e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
