docity,강원강릉시,강원고성군,강원동해시,강원삼척시,강원속초시,강원양구군,강원양양군,강원영월군,강원원주시,강원인제군,강원정선군,강원철원군,강원춘천시,강원태백시,강원평창군,강원홍천군,강원화천군,강원횡성군,경기가평군,인천강화군,경기고양시,경기과천시,경기광명시,경기광주시,경기구리시,경기군포시,경기김포시,경기남양주시,경기동두천시,경기부천시,경기성남시,경기수원시,경기시흥시,경기안산시,경기안성시,경기안양시,경기양주시,경기양평군,경기연천군,경기오산시,인천옹진군,경기용인시,경기의왕시,경기의정부시,경기이천시,경기파주시,경기평택시,경기포천시,경기하남시,경기화성시,경상거제시,경상거창군,경상경산시,경상경주시,경상고령군,경상고성군,경상구미시,경상군위군,경상김천시,경상김해시,경상남해군,경상문경시,경상밀양시,경상봉화군,경상사천시,경상산청군,경상상주시,경상성주군,경상안동시,경상양산시,경상영덕군,경상영양군,경상영주시,경상영천시,경상예천군,경상울릉군,경상울진군,경상의령군,경상의성군,경상진주시,경상창녕군,경상창원시,경상청도군,경상청송군,경상칠곡군,경상통영시,경상포항시,경상하동군,경상함안군,경상함양군,경상합천군,광주광산구,광주남구,광주동구,광주북구,광주서구,대구달서구,대구수성구,대구달성군,대구북구,대구서구,대구중구,대전대덕구,대전동구,대전서구,대전유성구,대전중구,부산강서구,부산금정구,부산기장군,부산남구,부산동구,부산동래구,부산부산진구,부산북구,부산사상구,부산사하구,부산서구,부산수영구,부산연제구,부산영도구,부산중구,부산해운대구,서울강남구,서울강동구,서울강북구,서울강서구,서울관악구,서울광진구,서울구로구,서울금천구,서울노원구,서울도봉구,서울동대문구,서울동작구,서울마포구,서울서대문구,서울서초구,서울성동구,서울성북구,서울송파구,서울양천구,서울영등포구,서울용산구,서울은평구,서울종로구,서울중구,서울중랑구,울산남구,울산동구,울산북구,울산울주군,울산중구,인천계양구,인천남동구,인천동구,인천부평구,인천서구,인천연수구,인천중구,전라강진군,전라고창군,전라고흥군,전라곡성군,전라광양시,전라구례군,전라군산시,전라김제시,전라나주시,전라남원시,전라담양군,전라목포시,전라무안군,전라무주군,전라보성군,전라부안군,전라순창군,전라순천시,전라신안군,전라여수시,전라영광군,전라영암군,전라완도군,전라완주군,전라익산시,전라임실군,전라장성군,전라장수군,전라장흥군,전라전주시,전라정읍시,전라진도군,전라진안군,전라함평군,전라해남군,전라화순군,제주서귀포시,제주제주시,충청계룡시,충청공주시,충청괴산군,충청금산군,충청논산시,충청단양군,충청보령시,충청보은군,충청부여군,충청서산시,충청서천군,충청아산시,충청영동군,충청예산군,충청옥천군,충청음성군,충청제천시,충청증평군,충청진천군,충청천안시,충청청양군,충청청주시,충청충주시,충청태안군,충청홍성군
강원정선군,7.959171851899452e-05,,8.38744018115106e-05,8.000712944537996e-05,,,,0.00012870781808407527,5.510854139239034e-05,,0.999,,,9.644516898222573e-05,0.00015103369821654246,,,5.9353526497474876e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.626586967170279e-05,,,,,,,,,5.651235084924624e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.062101262211894e-05,,,,,,,,,,,7.247876390833857e-05,,,,,,,,
강원철원군,,,,,,2.7649845044475705e-05,,,,2.1732042237333773e-05,,0.999,3.493850318109832e-05,,,2.3091700609460966e-05,4.711037720927275e-05,,4.201543840697553e-05,,2.2787641565482327e-05,,,,2.5823356070468612e-05,,,2.8552100993666697e-05,4.6910153303270235e-05,,,,,,,,3.522119112356127e-05,2.2034093036595988e-05,7.58387157665184e-05,,,,,3.1750137656347705e-05,,2.579724760149779e-05,,5.519099901963695e-05,2.4079720445667006e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2224962690295766e-05,2.3240580467326235e-05,2.6542316018646982e-05,,,2.3223436732121802e-05,,,2.76830484933687e-05,2.823914609610071e-05,2.4107701906099366e-05,,2.2169280001339017e-05,2.3013345202779567e-05,,2.3674781323713096e-05,2.4401312041798625e-05,2.257894702206994e-05,,,2.2105079400906442e-05,2.3674925445264608e-05,2.335996537974438e-05,2.3256455248450332e-05,2.598145325864505e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원춘천시,,,,,,4.539092011926294e-05,,,2.4888981091324687e-05,3.5286268430119e-05,,3.3015602597845546e-05,0.999,,,6.258573569942296e-05,6.180086553526237e-05,3.177003939004179e-05,7.696930936344502e-05,,,,,2.3343910564930172e-05,2.5122186480640623e-05,,,2.937470325662024e-05,2.634975106634087e-05,,2.203908024967002e-05,,,,,,2.5383281647130044e-05,3.20944949869206e-05,2.491895344086229e-05,,,,,2.4512613649378807e-05,2.1604071987693196e-05,,,3.3310059910780985e-05,2.619119422350732e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1396994365477243e-05,2.344118088208692e-05,2.2955245829397338e-05,,,2.2605898602248538e-05,,,2.4067203158725677e-05,2.4026392201473938e-05,2.2256201055041897e-05,,,,2.0485121490627784e-05,2.1987461344289615e-05,2.1971613646545365e-05,2.2651618209204274e-05,,,,,2.083552513000821e-05,2.109148410228275e-05,2.4276036291392027e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원태백시,5.404861222740308e-05,,8.56742744976848e-05,0.00010052617936705104,,,,7.684743149021336e-05,,,9.523399615908477e-05,,,0.999,6.211273522581319e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.502581550072927e-05,,,,,5.097895411559001e-05,,,6.333506536990571e-05,6.97899078961389e-05,,4.853854259456724e-05,,8.622588452720869e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.102664749642132e-05,,,,,,,,,,,5.0635953532189316e-05,,,,,,,,
강원평창군,5.1512984791881564e-05,,4.690729087937427e-05,4.498162222375014e-05,,,,0.00014279268373686282,7.447318996666824e-05,,0.0001296497775624207,,,5.3996678241602986e-05,0.999,5.4267035983982464e-05,,8.12365801795761e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0751532342805514e-05,,,,,,,,,4.692957779637084e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.222392138831516e-05,,,,,,,,,,,9.759956783376236e-05,,,,,,5.267755707262831e-05,,
강원홍천군,,,,,,4.284065405855192e-05,,,5.058022392932781e-05,4.152104120295707e-05,,2.8206182701351637e-05,8.090005653839307e-05,,3.501344967486048e-05,0.999,4.160188221536058e-05,8.219370836212492e-05,5.4855992807621896e-05,,,,,3.135236576972355e-05,2.9549669920394245e-05,,,3.363593157233743e-05,,,2.8210036818333212e-05,,,,,,2.6792330035777025e-05,4.761678385530127e-05,,,,,,2.6589308530678008e-05,3.280045361651046e-05,,,3.1126113846311874e-05,3.2366997506860316e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.866172534809925e-05,,,,2.7376214187570576e-05,,,2.7285888151410412e-05,2.703336488579004e-05,2.636947049930634e-05,,,,,,,2.7863635261308666e-05,,,,,,,2.829365098878077e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9362867714957573e-05,,,,,,,,
강원화천군,,4.082824623652937e-05,,,,0.00012089342717910437,,,,7.333285610274013e-05,,8.566116952139389e-05,0.00011891784822375248,,,6.192870540998828e-05,0.999,4.1119648581165924e-05,8.485301669541032e-05,,,,,,,,,4.398473214985651e-05,4.884467865183017e-05,,,,,,,,4.3737627870343565e-05,4.1991704342176195e-05,5.380422995743841e-05,,,,,4.1450526914788905e-05,,,,5.9257402040671024e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9394180122811675e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원횡성군,,,,,,3.4304746226104105e-05,,4.342225012349749e-05,0.00013377950354513869,3.557220482122919e-05,3.870383341230548e-05,,4.8350609310451625e-05,,6.171079869202348e-05,9.677190932794888e-05,3.252228923366104e-05,0.999,4.182784092696249e-05,,,,,3.633224986384852e-05,,,,3.3880008709788446e-05,,,3.177418216998699e-05,,,,,,,5.375333286134109e-05,,,,3.1481889694033146e-05,,,4.399728012561872e-05,,,,3.461526317321738e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59036048705991e-05,,,,,,,,,,3.5390348871367076e-05,5.373292748935918e-05,,,,,,4.217292655151843e-05,,
경기가평군,,,,,,1.7173519542300924e-05,,,1.3734284920553496e-05,1.4089833696697107e-05,,2.2997969714889886e-05,4.458443370250398e-05,,,2.458194718157696e-05,2.554350369332885e-05,1.592014117593218e-05,0.999,,1.3318761913188731e-05,1.3993547150380038e-05,1.300334602499445e-05,1.7529093857406386e-05,2.1086331890763645e-05,1.2339234680403665e-05,1.2153908248853781e-05,2.6613207341607548e-05,2.2313878890652257e-05,1.1978530912111384e-05,1.6888661689273054e-05,1.2235685881091115e-05,,,,1.295254428428717e-05,2.1850477339724225e-05,2.3722442382577708e-05,1.8647824599032332e-05,,,1.2510626197543484e-05,1.2441434806767888e-05,2.0829156097250085e-05,1.4519371693946542e-05,1.3891883195815037e-05,,3.19979379646542e-05,2.1586669664115637e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6739931688114974e-05,1.8812996696909165e-05,1.8853837905060403e-05,1.361489699261758e-05,1.4271118869194562e-05,1.804268383162322e-05,1.3538716125136787e-05,1.3172381866758948e-05,2.0183460459954504e-05,2.017341870552111e-05,1.7865188374458873e-05,1.4605040937812076e-05,1.4783952508302e-05,1.556125132793786e-05,1.572132103914252e-05,1.7539245053405166e-05,1.762026252690004e-05,1.7931637311492478e-05,1.3492434035147493e-05,1.4078098361805212e-05,1.5502643769111677e-05,1.5734649419773768e-05,1.638682877410068e-05,1.662095272755465e-05,2.0218891425520126e-05,,,,,,1.1903968932421213e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천강화군,,,,,,,,,,,,,,,,,,,,0.999,3.067150495890499e-05,1.471678530194445e-05,1.8621338141245158e-05,,1.4084496192702148e-05,1.4264886516925264e-05,3.34869725133574e-05,1.272355085846377e-05,1.5601001789615296e-05,2.2997633763122054e-05,1.246073437670455e-05,1.2320202589035802e-05,1.6842302852833888e-05,1.4157684397109555e-05,,1.4641567220658046e-05,1.687567946530058e-05,,1.2875306455482906e-05,,2.3164779981977572e-05,,1.3491022207110594e-05,1.7302979795030592e-05,,3.230818057207752e-05,,1.2835759474779871e-05,1.2208647781644718e-05,1.2221985211173286e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4971930930660292e-05,1.3629206644801608e-05,1.702701494816038e-05,2.1537238554287263e-05,1.641544874520047e-05,1.4512854970346217e-05,1.8486760576296197e-05,1.6935271264499683e-05,1.627064179406148e-05,1.6619156548130532e-05,1.590028847305064e-05,1.7474114158240745e-05,1.965885003899115e-05,1.9015173084874395e-05,1.4780014694934974e-05,1.5836740710390534e-05,1.666099797090428e-05,1.3791928669450094e-05,1.9776470223983146e-05,1.9093170594188798e-05,1.7314462874778234e-05,1.977680954607698e-05,1.7530494585600576e-05,1.6863135875890676e-05,1.4978109862135298e-05,,,,,,2.625070589084337e-05,2.1302575872985098e-05,2.5246747303291553e-05,2.4978998545227936e-05,3.023606406513138e-05,2.044790162915862e-05,2.5805717936228226e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기고양시,,,,,,,,,,,,5.6091685164082065e-06,,,,,,,5.989386858442379e-06,1.4906687541830253e-05,0.999,1.2745637644308095e-05,1.87468957549945e-05,8.046413153698513e-06,1.2594238616347886e-05,1.1228186178934569e-05,5.675956972771566e-05,1.0361900987583396e-05,1.0898232242651015e-05,2.379694182760091e-05,1.0077670171987451e-05,9.054603424813314e-06,1.2991047910559368e-05,1.003910986561403e-05,,1.2074203722984911e-05,1.4594572156652673e-05,6.162724522241929e-06,7.298669219668616e-06,6.449947153469519e-06,1.5204350024718828e-05,6.6850583988860335e-06,1.0390455724490014e-05,1.653174057480783e-05,5.5735912012563664e-06,3.58586858642553e-05,,8.83540011758931e-06,9.853438880088866e-06,7.870891359570797e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4067910611782155e-05,1.191096418872248e-05,1.8210014496057946e-05,2.9540363917014956e-05,1.5887112671909626e-05,1.3365213183186681e-05,1.9515945019874775e-05,1.5781563092226838e-05,1.6297009202348854e-05,1.6814541262401105e-05,1.6045755014864576e-05,1.853052377358947e-05,2.5517277369920275e-05,2.4064968790143175e-05,1.3492524796068246e-05,1.5899646005126405e-05,1.7723461037217463e-05,1.2133813164138019e-05,2.2804279310254257e-05,2.2203042358464637e-05,1.8841831661058276e-05,2.7030570194297282e-05,1.9812837560960833e-05,1.813060869981436e-05,1.4129039584702794e-05,,,,,,2.9702052362391134e-05,1.733757102871962e-05,1.72429744213871e-05,2.35174412004025e-05,2.661185714722152e-05,1.4087500360284207e-05,1.652036716927892e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기과천시,,,,,,,,,,,,,,,,,,,4.44419166162609e-06,5.051326856668163e-06,9.00135774321986e-06,0.999,2.3419275896713055e-05,1.2028663551492157e-05,1.2819101469217703e-05,3.2274359904937595e-05,8.999416802126358e-06,9.319261981103583e-06,5.3637894755799925e-06,1.3237825592626241e-05,2.016458907780707e-05,2.024999052647744e-05,1.6571990975121984e-05,1.4989520935870768e-05,5.3291717632383296e-06,5.488027654593978e-05,7.141652729576219e-06,6.380393262105476e-06,3.823850859687962e-06,8.889029009678661e-06,9.184400953928298e-06,9.9094564511131e-06,2.987760521780427e-05,8.242945008616365e-06,6.561699864269167e-06,6.940266511811278e-06,5.722046660718592e-06,5.177211721088587e-06,1.2136712496925507e-05,9.822457664655117e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5603798614512715e-05,1.73424835717925e-05,1.2053826384957224e-05,1.564995125753363e-05,4.52061699484156e-05,1.9320648152914693e-05,2.4765678686814337e-05,3.5775416333796264e-05,1.1072788088338027e-05,1.0504326302659427e-05,1.6972586153591226e-05,2.7974529311583696e-05,1.7286614786018836e-05,1.6506744134108154e-05,3.938857033313168e-05,1.8341144959688715e-05,1.5843914169250082e-05,2.0219818396848456e-05,1.9691373245023926e-05,2.1131181163874746e-05,2.3071318964811852e-05,1.4268375344412226e-05,1.7787493680069614e-05,1.9013380961725842e-05,1.3082049003614452e-05,,,,,,1.12009899167932e-05,1.2396627453015248e-05,9.183049268837486e-06,1.1260750388905432e-05,9.288730098948072e-06,1.0341436698813616e-05,8.662116436831147e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.010289791730893e-06,,,,,,,3.7940206664361845e-06,4.033968158456744e-06,,,,,
