행정구역(시도),행정구역(시군구),연도,총인구수(명),유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,학령인구(명),총인구수-학령인구(명),행정구역
서울특별시,종로구,2010,170795.69238519552,17.022537336866243,14.010844826666505,1109.4778043833112,852.694270405284,1012.6236664332049,396.45649285505533,29164,141588.8570797602,서울특별시 종로구
서울특별시,중구,2010,133082.05280176207,13.026903609967688,12.013004879104548,1172.4100021710412,671.8897579467684,1050.5894476761239,378.4754131753956,19628,113400.64942299867,서울특별시 중구
서울특별시,용산구,2010,245006.91210640894,19.02162025074631,15.010421580478502,2313.3897558843087,1086.4655017184464,1784.9411621486126,528.338542067956,37318,207651.26905921582,서울특별시 용산구
서울특별시,성동구,2010,309184.2411839281,31.009007615952733,20.00486116735636,2886.721646890789,1226.377399191405,2306.3616621765595,672.2114354527266,51562,257599.75682299564,서울특별시 성동구
서울특별시,광진구,2010,375523.1109536766,41.99915632600738,22.004676614524264,3366.685849321642,1290.3515649970989,2672.2817487906423,811.1082917369993,67422,308085.71712877054,서울특별시 광진구
서울특별시,동대문구,2010,366811.67067062313,36.00404762771833,21.004044045240725,2880.7430043458835,1741.7959897080068,2302.3666670206458,906.9442880472351,60098,306700.8615938008,서울특별시 동대문구
서울특별시,중랑구,2010,427423.03062492865,33.00769595082518,22.00306638921589,3570.0558413385165,1836.7279985080208,2693.930080303438,1149.7040782263714,75870,351554.15455383924,서울특별시 중랑구
서울특별시,성북구,2010,488819.968299407,54.982956368299384,28.995119571917453,4408.004849317802,2017.4997982708915,3211.305982569351,986.8537921996354,84496,404338.35483616544,서울특별시 성북구
서울특별시,강북구,2010,346592.05802299886,23.02096158160207,14.013420180662076,2801.99312666401,1636.0507709008853,2142.576212625699,882.031447780876,58175,288395.0962252132,서울특별시 강북구
서울특별시,도봉구,2010,368358.9660809994,29.017267673660736,23.005281727694292,3158.7025128924292,1550.2163454047395,2110.6363923540716,852.086799539752,70786,297560.44996035827,서울특별시 도봉구
서울특별시,노원구,2010,611005.430611006,70.96738964178532,41.98257996474551,5296.183745439291,2585.992271507579,3509.996524845529,1189.68857458314,131935,479130.0803586397,서울특별시 노원구
서울특별시,은평구,2010,488010.11022523296,44.99536917357775,28.996252566410874,4094.495455710302,2106.4395453430193,3008.6067961769936,1102.7484172086893,88442,399583.2770455579,서울특별시 은평구
서울특별시,서대문구,2010,324609.7974960602,26.01418332621882,18.007258940290306,2713.911155403699,1397.1672218139452,1995.6722048988113,660.2026097015342,55987,268605.41138822393,서울특별시 서대문구
서울특별시,마포구,2010,391878.98457324057,32.01039411723682,21.00535673633562,3823.9454417088955,1476.1268410617065,3113.6207599081495,772.123429496624,63925,327940.77964897343,서울특별시 마포구
서울특별시,양천구,2010,499916.4056066685,47.99568439892974,28.997809899514625,3678.361639428705,1699.9166479467935,2553.395920288575,980.9414297147162,113428,386523.6605401936,서울특별시 양천구
서울특별시,강서구,2010,573970.5075560545,46.9985094036479,35.991403914742264,5718.178188318726,2329.2800408230346,4245.565232841075,1260.6642317019523,105485,468509.65263493656,서울특별시 강서구
서울특별시,구로구,2010,423724.06983379205,32.01187480060314,23.003489029110508,4769.092295861179,1606.9693019114275,3471.3519478345825,922.9758686878322,70612,353103.02962017973,서울특별시 구로구
서울특별시,금천구,2010,245370.70491402986,17.02850196572757,18.00921684431767,2004.0674266208164,1022.5678878330204,1706.2327489831623,687.2292517151168,42806,202526.009252031,서울특별시 금천구
서울특별시,영등포구,2010,406843.3543715698,42.00067787098402,23.00359042998683,4287.606451428008,1639.9626078581857,3282.5538915972343,917.9871312160045,65287,341541.48422678624,서울특별시 영등포구
서울특별시,동작구,2010,402710.6179394003,31.01033294385334,20.005689576917735,3845.9582576573152,1489.0769290088826,2998.8030467332196,696.1922416902432,65825,336875.33054490923,서울특별시 동작구
서울특별시,관악구,2010,531301.3207578214,37.0044532542841,22.003738932139694,4737.0418403688345,1988.5314311404823,4363.361898870792,1085.7822275418673,77938,453364.3192517886,서울특별시 관악구
서울특별시,서초구,2010,434718.72829055705,23.020438334509418,22.00504968924933,4402.636617813641,1274.3598343378794,3003.963149028164,719.214485452861,83618,351101.44793946034,서울특별시 서초구
서울특별시,강남구,2010,569941.3731413635,33.0087367897391,29.996017157761756,4835.076318244993,1640.9507780075485,3635.22250185905,975.9257973009388,113377,456599.0141568164,서울특별시 강남구
서울특별시,송파구,2010,685013.9460174859,46.99433447019008,36.98882390001665,6747.164108229166,2205.3807265626447,4816.061380286642,1233.6669063993622,133701,551367.1560842743,서울특별시 송파구
서울특별시,강동구,2010,491814.50305692875,37.004781891124594,25.001778128525956,4645.438004135159,1756.8679615675346,3472.5032851658234,998.9131015731114,93125,398700.06732697063,서울특별시 강동구
부산광역시,중구,2010,49602.01020464497,2.020581702991892,5.012632269849609,356.20571387493203,380.8342937992011,293.9002047012728,146.3269492780359,6794,42776.92379366192,부산광역시 중구
부산광역시,서구,2010,126099.82170167463,12.007633059990901,11.00483734758262,631.8506170604988,885.168306126979,667.4163121357734,321.09915182283964,20179,105907.09512703313,부산광역시 서구
부산광역시,동구,2010,101660.7942516531,10.015978833471788,8.012263666933489,628.3506935934608,838.5163585100653,523.9001365537658,262.2690232881744,15042,86588.49122304244,부산광역시 동구
부산광역시,영도구,2010,146865.33116536023,16.006607471773,14.003708917120194,894.7901842935047,1143.0359397733325,800.4234030879288,390.07905499904734,23487,123362.44274702395,부산광역시 영도구
부산광역시,부산진구,2010,395643.6778609744,44.97715210159408,31.985732931936617,3268.3943440602084,2291.8681663145458,2387.813465562538,795.6684283293471,66621,329049.5177727306,부산광역시 부산진구
