행정구역(시도),행정구역(시군구),연도,총인구수(명),유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,학령인구(명),총인구수-학령인구(명),행정구역
서울특별시,종로구,2010,172726.33930667822,17.20730290227346,14.099772365102263,1131.2252641214654,858.8367889329066,1027.0577567431367,400.4184110346629,29164,143148.03480992775,서울특별시 종로구
서울특별시,중구,2010,135371.87921774844,13.246086981339847,12.118332102786361,1193.3215849618218,679.6812372450612,1064.5835197871756,382.52858267262457,19628,115229.13298639837,서울특별시 중구
서울특별시,용산구,2010,246401.7187342145,19.199748138971508,15.095854562486966,2325.7740973579043,1090.6649306040656,1793.5611905412998,531.2978539489617,37318,208715.86233574848,서울특별시 용산구
서울특별시,성동구,2010,309936.9964797673,31.06577465578567,20.036777005736916,2892.327395562831,1229.5385995332163,2309.2451078784775,673.8777450946333,51562,258176.19552152764,서울특별시 성동구
서울특별시,광진구,2010,375938.2963244619,41.95924585406541,22.030707312908312,3371.4686178055813,1293.0391739017573,2674.059212159132,811.7036590450317,67422,308398.9157519767,서울특별시 광진구
서울특별시,동대문구,2010,366935.65179226256,36.00596968058546,21.023079351493962,2886.099215984452,1739.5594132503793,2305.0912535242333,906.0965755276712,60098,306745.4899662505,서울특별시 동대문구
서울특별시,중랑구,2010,427071.38244583824,33.05927383634306,22.02265594855201,3569.8739722276846,1834.0776391601812,2692.977805090908,1146.9107347994086,75870,351232.4635886334,서울특별시 중랑구
서울특별시,성북구,2010,487840.33347925905,54.815956435264845,28.94447103926756,4398.962115778695,2013.1285246675566,3205.2995692985714,985.5059654211376,84496,403491.9775047649,서울특별시 성북구
서울특별시,강북구,2010,347219.92164087965,23.19143823669191,14.125005740614462,2810.508377056078,1636.4458024295388,2147.670506125117,882.1914731797264,58175,288836.5653313127,서울특별시 강북구
서울특별시,도봉구,2010,368987.1141361076,29.16342346735898,23.04695956735269,3165.3350341233077,1552.521570074796,2116.647118013255,852.9491909781865,70786,298065.595735087,서울특별시 도봉구
서울특별시,노원구,2010,609056.2570451318,70.66135229118449,41.819899428776104,5280.211141998964,2577.230198100452,3501.376467450126,1187.0175884918542,131935,477712.18328962225,서울특별시 노원구
서울특별시,은평구,2010,487164.1857754136,44.9475045312517,28.959798235055022,4090.035431844464,2101.588930812805,3005.351537805966,1100.527999909783,88442,398872.6794656187,서울특별시 은평구
서울특별시,서대문구,2010,325328.3149785535,26.144940772593923,18.07481764708102,2722.8967278029836,1399.0399509923768,2002.4722352679787,662.1936863959334,55987,269153.41424585076,서울특별시 서대문구
서울특별시,마포구,2010,392062.8240361062,32.09628028250617,21.050113257986478,3823.8157819215994,1477.4694655777062,3110.6812158583616,773.2699621504892,63925,328003.257878527,서울특별시 마포구
서울특별시,양천구,2010,499062.0570412823,47.93474188671116,28.96669771295148,3680.6178789807723,1698.7737851416803,2556.3593314000927,980.1745080420682,113428,386010.5207178211,서울특별시 양천구
서울특별시,강서구,2010,572461.9734533046,46.96282521834482,35.90408590452352,5700.6287645833,2322.4473643235856,4231.935514613186,1257.3173571347359,105485,467246.84173985955,서울특별시 강서구
서울특별시,구로구,2010,423641.2590178805,32.11607682955289,23.033474207757756,4761.128773452426,1606.723962338401,3465.745580680041,922.7866440077098,70612,352934.7363612483,서울특별시 구로구
서울특별시,금천구,2010,246958.7438818387,17.272540544790296,18.08528534134791,2022.6057449355533,1027.6074390379113,1717.6488736202023,689.2986990660585,42806,203770.8640600311,서울특별시 금천구
서울특별시,영등포구,2010,406894.5218392519,41.986063633820834,23.025297021273175,4283.460800852154,1639.3944862492458,3278.3411179970717,917.6587016008709,65287,341474.78106974653,서울특별시 영등포구
서울특별시,동작구,2010,402830.1196448337,31.10312582230651,20.056999660545774,3846.517118571234,1490.0477875458687,2997.9327806049264,698.0922369120574,65825,336886.0514086919,서울특별시 동작구
서울특별시,관악구,2010,530173.9756326593,37.03183613643473,22.032820022221667,4729.117858999919,1984.4353075205263,4349.410735926058,1083.8818723843608,77938,452242.1224821079,서울특별시 관악구
서울특별시,서초구,2010,434608.1263132621,23.179449714474444,22.039148318928603,4398.4328258733085,1277.1812022735558,3003.2118164508574,720.7481476482305,83618,351028.88080927584,서울특별시 서초구
서울특별시,강남구,2010,568434.058213029,33.05693289311934,29.94462477815241,4825.478689858681,1640.0481858500698,3627.591510375308,974.7974465223618,113377,455441.8490944077,서울특별시 강남구
서울특별시,송파구,2010,682604.547799083,46.93143493898769,36.88241766245943,6721.300745537152,2199.6813412040674,4798.520514206207,1230.5118068008496,133701,549455.0346065724,서울특별시 송파구
서울특별시,강동구,2010,491274.34380641807,37.03255020066413,25.010221331253685,4639.824061745564,1755.5510677796954,3467.774852237803,998.0278845200853,93125,398266.8799932857,서울특별시 강동구
부산광역시,중구,2010,51034.80837467755,2.201161323329513,5.124115684274846,366.89266014768674,388.36222440072294,301.93256745432785,149.24435312544324,6794,43932.54949916266,부산광역시 중구
부산광역시,서구,2010,126627.262937305,12.071121856392159,11.045845808618138,639.3258469270955,886.6791298712021,671.075684677799,321.95796138928927,20179,106314.25428857582,부산광역시 서구
부산광역시,동구,2010,102981.94251653091,10.15978833471789,8.122636669334874,640.5069359346084,843.1635851006504,532.0013655376574,264.6902328817443,15042,87636.91223042445,부산광역시 동구
부산광역시,영도구,2010,147462.53681803533,16.059910325447827,14.034179233680872,901.7073884358248,1143.3782262597952,804.1477100683771,390.75649623662366,23487,123819.82033724968,부산광역시 영도구
부산광역시,부산진구,2010,394002.77860974363,44.77152101594079,31.857329319366155,3253.9434406020855,2281.6816631454612,2377.1346556253766,792.6842832934708,66621,327650.17772730585,부산광역시 부산진구
부산광역시,동래구,2010,282348.9470503965,27.979787684152456,21.98387032512647,2009.9411881462165,1371.205051600596,1389.7764093441604,552.5452546850894,54555,227892.29571786523,부산광역시 동래구
부산광역시,남구,2010,297605.8619011176,22.014409699926713,19.976170563316213,2428.0789962598656,1586.1431870761162,1588.2170980230878,609.5417768687627,53215,244535.91501614277,부산광역시 남구
부산광역시,북구,2010,311166.48971489404,30.950788230574066,25.94603161482374,2360.66153108395,1446.795289651136,1696.3058269517278,637.1666551462504,66336,245107.79022715666,부산광역시 북구
