행정구역(시도),행정구역(시군구),연도,총인구수(명),유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,학령인구(명),총인구수-학령인구(명),행정구역
서울특별시,종로구,2010,170782.75839567315,17.022914210133344,14.0111866060408,1109.386907327854,852.6514022491624,1012.5322397042571,396.4336241030713,29164,141577.75789993795,서울특별시 종로구
서울특별시,중구,2010,133069.3484201771,13.027291982837061,12.013355976361446,1172.3252270159421,671.8477216558373,1050.5020230929467,378.45366946180417,19628,113389.75706674361,서울특별시 중구
서울특별시,용산구,2010,244996.42609371388,19.02210623483271,15.010835384333161,2313.325111360783,1086.434575694815,1784.8694368602307,528.3181769246654,37318,207642.5283253474,서울특별시 용산구
서울특별시,성동구,2010,309171.20629863197,31.00984421261407,20.00548418190041,2886.6422883383448,1226.3343176276096,2306.271747841803,672.1888036052047,51562,257588.4364887627,서울특별시 성동구
서울특별시,광진구,2010,375502.91973502527,42.00054426377711,22.005463970864355,3366.538031692168,1290.29730013569,2672.1332718829385,811.0800698099494,67422,308068.4980964206,서울특별시 광진구
서울특별시,동대문구,2010,366798.59504013654,36.00456561759809,21.00445539483298,2880.650743368281,1741.754949311865,2302.272301454791,906.9226064428647,60098,306689.5889763691,서울특별시 동대문구
서울특별시,중랑구,2010,427411.38044630253,33.01055381186385,22.004810311715257,3570.016495385569,1836.6942669099967,2693.849618485995,1149.6988656051929,75870,351543.058234599,서울특별시 중랑구
서울특별시,성북구,2010,488812.14093671687,54.98434014074307,28.995967925627884,4407.976184989253,2017.4750180386056,3211.254933822869,986.8416220834486,84496,404331.1447332919,서울특별시 성북구
서울특별시,강북구,2010,346574.28780706605,23.022081421576104,14.014047849775807,2801.898632390429,1635.9839942010512,2142.471358063478,882.0055048301649,58175,288379.5941839776,서울특별시 강북구
서울특별시,도봉구,2010,368341.91603502654,29.018276235797313,23.00584026783209,3158.6209367482566,1550.1427330039298,2110.540550215419,852.0611876030033,70786,297545.56778536976,서울특별시 도봉구
